[350, 1682.07, 0.61210, 0.83344, 0.58700, 0.81291],
[400, 2203.01, 0.61423, 0.83344, 0.59033, 0.81358],
[450, 2794.03, 0.61800, 0.83825, 0.59279, 0.81589],
[500, 3455.45, 0.62197, 0.83709, 0.59113, 0.80993],
[550, 4187.17, 0.62019, 0.83344, 0.59533, 0.81407],
[600, 4989.37, 0.62067, 0.83477, 0.59114, 0.81606],
[650, 5861.43, 0.62204, 0.83576, 0.59657, 0.81639],
[700, 6804.40, 0.62098, 0.83460, 0.59671, 0.81589],
[750, 7817.51, 0.62228, 0.83113, 0.59198, 0.81142],
[800, 8900.91, 0.61904, 0.83576, 0.59325, 0.81159],
[850, 10054.77, 0.62136, 0.83675, 0.59524, 0.81209],
[900, 11279.32, 0.62152, 0.83079, 0.59231, 0.81291],
[950, 12574.33, 0.62353, 0.83543, 0.59605, 0.81225],
[1000, 13939.50, 0.61888, 0.83642, 0.59202, 0.81192],
[1050, 15375.14, 0.62090, 0.83709, 0.59376, 0.80977],
[1100, 16881.19, 0.62087, 0.83278, 0.59200, 0.81192],
[1150, 18458.20, 0.62728, 0.83427, 0.59482, 0.80464],
[1200, 20105.69, 0.62372, 0.83742, 0.59542, 0.81242],
[1250, 21824.01, 0.62162, 0.83609, 0.59430, 0.81722],
[1300, 23612.92, 0.62297, 0.83626, 0.59204, 0.80977],
[1350, 25472.68, 0.62512, 0.83543, 0.59561, 0.81142],
[1400, 27402.94, 0.62192, 0.83692, 0.59529, 0.81623],
[1450, 29403.44, 0.62522, 0.83775, 0.59071, 0.81109],
[1500, 31474.26, 0.62445, 0.83609, 0.59537, 0.81391],
[1550, 33615.27, 0.62476, 0.83891, 0.59422, 0.81308],
[1600, 35824.64, 0.62548, 0.83742, 0.59408, 0.81175],
[1650, 38105.15, 0.62346, 0.83543, 0.59359, 0.81258],
[1700, 40454.78, 0.62358, 0.83725, 0.58986, 0.80944],
[1750, 42876.24, 0.62106, 0.83543, 0.59518, 0.81225],
[1800, 45366.87, 0.62266, 0.83758, 0.59238, 0.81358],
[1850, 47929.01, 0.62416, 0.83907, 0.59654, 0.81374],
[1900, 50560.64, 0.62323, 0.83709, 0.59568, 0.81209],
[1950, 53263.38, 0.62555, 0.83593, 0.59519, 0.81440],
[2000, 56036.15, 0.62150, 0.83626, 0.59298, 0.80795],
--- Starting trial: run-2
{'learning rate': 0.0005, 'max len': 50, 'batch size': 128, 'user hidden units': 100, 'item hidden units': 50, 'num blocks': 2, 'num heads': 1, 'dropout rate': 0.2, 'sse prob user': 0.9, 'sse prob item': 0.08, 'l2 emb': 0.0}
[0, 0.0, 0.04303, 0.09586, 0.04399, 0.09851],
[50, 47.49, 0.22587, 0.40364, 0.22461, 0.40182],
[100, 182.02, 0.23077, 0.41689, 0.23212, 0.42368],
[150, 404.80, 0.23107, 0.42070, 0.22810, 0.42285],
[200, 713.75, 0.24439, 0.44321, 0.24579, 0.44288],
[250, 1110.09, 0.25369, 0.45861, 0.25388, 0.45877],
[300, 1594.35, 0.26404, 0.47765, 0.25777, 0.46474],
[350, 2165.20, 0.26702, 0.47450, 0.26361, 0.47550],
[400, 2822.75, 0.28395, 0.49901, 0.27609, 0.48576],
[450, 3568.46, 0.29342, 0.50397, 0.28531, 0.50430],
[500, 4400.26, 0.30661, 0.52500, 0.29863, 0.52036],
[550, 5319.00, 0.30900, 0.52980, 0.30631, 0.53245],
[600, 6325.87, 0.31880, 0.54172, 0.31216, 0.53742],
[650, 7419.61, 0.32682, 0.55695, 0.31646, 0.54338],
[700, 8600.09, 0.33039, 0.55712, 0.32150, 0.54553],
[750, 9868.87, 0.33845, 0.57152, 0.32817, 0.55960],
[800, 11224.19, 0.33947, 0.57599, 0.32926, 0.56656],
[850, 12665.72, 0.34889, 0.58129, 0.33772, 0.57185],
[900, 14195.54, 0.34535, 0.57831, 0.33514, 0.56987],
[950, 15812.21, 0.34731, 0.57599, 0.33687, 0.57318],
[1000, 17515.65, 0.34892, 0.58526, 0.34382, 0.57798],
[1050, 19307.26, 0.35048, 0.58709, 0.35158, 0.58775],
[1100, 21185.64, 0.35596, 0.59454, 0.34623, 0.58394],
[1150, 23150.25, 0.35567, 0.59553, 0.35013, 0.58477],
[1200, 25203.24, 0.36203, 0.59752, 0.35031, 0.59172],
[1250, 27343.29, 0.36166, 0.59868, 0.35195, 0.59503],
[1300, 29569.30, 0.36743, 0.61291, 0.35379, 0.59669],
[1350, 31883.86, 0.36872, 0.61490, 0.35768, 0.60381],
[1400, 34285.36, 0.37367, 0.61556, 0.36327, 0.60215],
[1450, 36773.31, 0.37327, 0.61540, 0.35934, 0.60149],
[1500, 39349.76, 0.37534, 0.61904, 0.36070, 0.60497],
[1550, 42013.21, 0.37781, 0.61887, 0.36344, 0.60712],
[1600, 44762.60, 0.38013, 0.62666, 0.36400, 0.60728],
[1650, 47600.13, 0.37936, 0.62947, 0.36982, 0.61474],
[1700, 50524.94, 0.38214, 0.63195, 0.36886, 0.60778],
[1750, 53535.61, 0.38580, 0.63113, 0.37296, 0.61275],
[1800, 56634.52, 0.38133, 0.62964, 0.37059, 0.60944],
[1850, 59820.59, 0.38385, 0.63377, 0.37810, 0.62070],
[1900, 63092.74, 0.38692, 0.63477, 0.36892, 0.61440],
[1950, 66453.10, 0.39224, 0.63990, 0.37471, 0.61656],
[2000, 69900.92, 0.39084, 0.63957, 0.37270, 0.62070],
--- Starting trial: run-3
{'learning rate': 0.0005, 'max len': 50, 'batch size': 128, 'user hidden units': 100, 'item hidden units': 50, 'num blocks': 2, 'num heads': 1, 'dropout rate': 0.2, 'sse prob user': 0.9, 'sse prob item': 0.9, 'l2 emb': 0.0}
[0, 0.0, 0.04372, 0.09470, 0.04134, 0.09387],
[50, 31.45, 0.43991, 0.71175, 0.41923, 0.68212],
[100, 132.46, 0.55789, 0.80430, 0.53438, 0.78063],
[150, 306.36, 0.58475, 0.81805, 0.55481, 0.79007],
[200, 549.57, 0.59449, 0.81838, 0.56598, 0.79901],
[250, 865.58, 0.59458, 0.82268, 0.56680, 0.79570],
[300, 1251.10, 0.59567, 0.82070, 0.57272, 0.80099],
[350, 1708.59, 0.59974, 0.82219, 0.56957, 0.79752],
[400, 2236.62, 0.59815, 0.81887, 0.56735, 0.79834],
[450, 2835.80, 0.60050, 0.81904, 0.57022, 0.79834],
[500, 3506.11, 0.59681, 0.81589, 0.56929, 0.79354],
[550, 4247.10, 0.60330, 0.82434, 0.57020, 0.79801],
[600, 5060.19, 0.60487, 0.81954, 0.57084, 0.79619],
[650, 5942.98, 0.59810, 0.81606, 0.57044, 0.79354],
[700, 6898.58, 0.59816, 0.81623, 0.57266, 0.79238],
[750, 7923.45, 0.60046, 0.81374, 0.57148, 0.79123],
[800, 9017.03, 0.60102, 0.81424, 0.56942, 0.78924],
[850, 10181.71, 0.60137, 0.81805, 0.56809, 0.79238],
[900, 11415.92, 0.60256, 0.81490, 0.56985, 0.79222],
[950, 12721.54, 0.59560, 0.81275, 0.56660, 0.78742],
[1000, 14096.77, 0.59865, 0.81341, 0.57019, 0.79354],
[1050, 15543.42, 0.59917, 0.81192, 0.57019, 0.78874],
[1100, 17059.83, 0.60031, 0.81175, 0.56674, 0.79172],
[1150, 18646.85, 0.60187, 0.81341, 0.56434, 0.78427],
[1200, 20304.08, 0.59996, 0.81076, 0.56585, 0.78692],
[1250, 22031.56, 0.59950, 0.80993, 0.56419, 0.78477],
[1300, 23829.69, 0.60061, 0.81026, 0.56829, 0.78675],
[1350, 25697.63, 0.60087, 0.80993, 0.56798, 0.78642],
[1400, 27636.44, 0.59503, 0.80844, 0.56374, 0.78758],
[1450, 29644.97, 0.59796, 0.80944, 0.56614, 0.78675],
[1500, 31724.61, 0.60107, 0.80960, 0.56767, 0.79156],
[1550, 33874.29, 0.59495, 0.80728, 0.56426, 0.78675],
[1600, 36095.28, 0.60088, 0.80993, 0.56652, 0.78642],
