[200, 483.04, 0.61606, 0.83344, 0.58048, 0.80248],
[250, 760.12, 0.61664, 0.83245, 0.58285, 0.80215],
[300, 1099.34, 0.61887, 0.83162, 0.58492, 0.80513],
[350, 1501.43, 0.61704, 0.83162, 0.58216, 0.80132],
[400, 1965.80, 0.62156, 0.83493, 0.58410, 0.80414],
[450, 2492.46, 0.62173, 0.83228, 0.58271, 0.80265],
[500, 3081.41, 0.61822, 0.83311, 0.58634, 0.80497],
[550, 3732.71, 0.62237, 0.83262, 0.58514, 0.79950],
[600, 4446.39, 0.62059, 0.83361, 0.59137, 0.80083],
[650, 5223.12, 0.62155, 0.83179, 0.58770, 0.80579],
[700, 6061.63, 0.61898, 0.83146, 0.58689, 0.80033],
[750, 6961.53, 0.62439, 0.83361, 0.58888, 0.80414],
[800, 7923.76, 0.62078, 0.83113, 0.59005, 0.80298],
[850, 8948.42, 0.61807, 0.82897, 0.58762, 0.80182],
[900, 10035.86, 0.61923, 0.83295, 0.58895, 0.80414],
[950, 11185.37, 0.62356, 0.83195, 0.58984, 0.80199],
[1000, 12397.98, 0.61919, 0.82748, 0.59187, 0.80099],
[1050, 13673.18, 0.62183, 0.82881, 0.58784, 0.80033],
[1100, 15010.83, 0.61743, 0.83030, 0.58733, 0.80099],
[1150, 16410.92, 0.62461, 0.83245, 0.58984, 0.79967],
[1200, 17873.10, 0.61799, 0.83278, 0.59094, 0.80033],
[1250, 19396.99, 0.62546, 0.83228, 0.59188, 0.80381],
[1300, 20982.57, 0.61831, 0.83328, 0.59352, 0.80944],
[1350, 22630.48, 0.62023, 0.83179, 0.58552, 0.80281],
[1400, 24340.97, 0.62111, 0.83030, 0.59101, 0.80033],
[1450, 26113.04, 0.62021, 0.82533, 0.58624, 0.80099],
[1500, 27947.38, 0.62469, 0.82699, 0.59410, 0.80579],
[1550, 29843.75, 0.62135, 0.82699, 0.59015, 0.80017],
[1600, 31802.52, 0.61893, 0.82815, 0.59261, 0.80099],
[1650, 33823.47, 0.62476, 0.82980, 0.59235, 0.80315],
[1700, 35907.21, 0.62143, 0.82748, 0.59242, 0.80000],
[1750, 38054.23, 0.62150, 0.82748, 0.59419, 0.80480],
[1800, 40264.11, 0.61629, 0.82533, 0.59124, 0.80066],
[1850, 42536.73, 0.62014, 0.82815, 0.58925, 0.80132],
